ID_Transaccion,Fecha,Tienda,Cliente,Producto,Canal,Metodo_Pago,Promocion,Cantidad,Precio_Unitario,Descuento,Venta_Bruta,Impuesto,Venta_Neta,Costo_Unitario,Es_Devolucion,Notas,Columna_Vacia
2022-001766,17/01/2022 20:37,S1006,C00336,P2107,Marketplace,Transferencia,Black Friday,1,322.0,0.0,322.0,41.86,280.14,196.36,0,,
2022-001767,29/12/2022 16:19,S1036,C00001,P2042,Marketplace,Financiamiento,2x1,1,361.25,0.1,361.25,54.19,307.06,233.31,0,Revisar,
2022-001768,17/08/2022 07:26,S1035,C00165,P2063,Web,Transferencia,Cyber Week,2,63.37,0.1,126.74,19.01,107.73,34.56,0,,
2022-001769,23/11/2022 11:55,S1012,C00236,P2078,Tienda,Transferencia,Sin Promo,1,132.53,0.2,132.53,15.9,116.63,125.47,0,,
2022-001770,22/03/2022 17:41,S1041,C00529,P2142,Web,Billetera Digital,Promo 10%,1,419.81,0.15,419.81,54.58,365.23,331.65,0,,
2022-001771,21/05/2022 04:47,S1004,C00439,P2150,Tienda,Billetera Digital,Promo 15%,2,187.26,0.2,374.52,48.69,325.83,154.53,0,,
2022-001772,05/07/2022 13:17,S1035,C00179,P2096,Call Center,Billetera Digital,Black Friday,2,540.6,0.15,1081.2,162.18,919.02,369.96,1,,
2022-001773,10/02/2022 12:15,S1029,C00572,P2089,Tienda,Efectivo,Sin Promo,4,662.89,0.1,2651.56,397.73,2253.83,351.93,0,,
2022-001774,05/03/2022 20:56,S1041,C00290,P2043,Marketplace,Transferencia,Promo 15%,2,266.57,0.15,533.14,69.31,463.83,244.5,1,,
2022-001775,14/09/2022 16:30,S1037,C00503,P2070,Marketplace,Tarjeta,Cyber Week,1,522.57,0.15,522.57,67.93,454.64,281.04,0,,
2022-001776,20/09/2022 20:11,S1010,C00645,P2049,Tienda,Transferencia,Cyber Week,1,134.53,0.15,134.53,16.14,118.39,89.45,0,,
2022-001777,19/09/2022 20:49,S1031,C00114,P2118,Marketplace,Financiamiento,Cyber Week,1,65.15,0.0,65.15,9.77,55.38,45.65,0,,
2022-001778,22/01/2022 08:38,S1008,C00285,P2097,Call Center,Financiamiento,Black Friday,4,521.13,0.0,2084.52,270.99,1813.53,298.37,0,,
2022-001779,27/06/2022 12:49,S1009,C00501,P2120,Web,Transferencia,Promo 15%,2,159.6,0.2,319.2,41.5,277.7,113.2,0,,
2022-001780,19/09/2022 02:49,S1022,C00600,P2151,Web,Efectivo,2x1,4,221.55,0.1,886.2,132.93,753.27,116.51,0,,
2022-001781,18/06/2022 10:55,S1033,C00211,P2104,Call Center,Financiamiento,2x1,2,561.78,0.2,1123.56,168.53,955.03,405.18,0,,
2022-001782,10/07/2022 20:54,S1040,C00652,P2146,Marketplace,Tarjeta,Promo 10%,4,311.26,0.0,1245.04,161.86,1083.18,242.22,0,,
2022-001783,21/09/2022 16:17,S1010,C00268,P2153,Web,Financiamiento,Black Friday,1,407.91,0.0,407.91,48.95,358.96,293.96,0,,
2022-001784,12/11/2022 01:24,S1017,C00742,P2125,Marketplace,Transferencia,Promo 15%,1,344.65,0.0,344.65,41.36,303.29,235.01,0,,
2022-001785,26/05/2022 19:55,S1016,C00572,P2120,Call Center,Financiamiento,Promo 15%,3,179.55,0.1,538.65,64.64,474.01,113.2,1,,
2022-001786,24/02/2022 15:53,S1012,C00501,P2081,Marketplace,Financiamiento,Cyber Week,2,399.31,0.0,798.62,95.83,702.79,192.91,0,,
2022-001787,02/03/2022 05:36,S1009,C00722,P2064,Web,Transferencia,Sin Promo,1,82.18,0.1,82.18,10.68,71.5,57.47,0,,
2022-001788,19/08/2022 15:41,S1022,C00504,P2030,Tienda,Financiamiento,Promo 15%,2,487.3,0.1,974.6,146.19,828.41,418.38,0,,
2022-001789,21/03/2022 05:34,S1023,C00320,P2049,Call Center,Financiamiento,Promo 15%,2,134.53,0.15,269.06,40.36,228.7,89.45,0,,
2022-001790,02/02/2022 10:18,S1014,C00247,P2013,Web,Transferencia,Sin Promo,3,200.2,0.0,600.6,72.07,528.53,98.1,0,,
2022-001791,23/11/2022 01:47,S1015,C00408,P2072,Marketplace,Transferencia,Black Friday,1,604.62,0.0,604.62,72.55,532.07,420.23,0,,
2022-001792,29/05/2022 12:51,S1040,C00745,P2138,Marketplace,Financiamiento,Promo 10%,1,720.1,0.0,720.1,93.61,626.49,375.47,0,,
2022-001793,06/08/2022 20:19,S1021,C00554,P2033,Web,Efectivo,Promo 15%,5,68.31,0.15,341.55,51.23,290.32,61.26,1,,
2022-001794,05/09/2022 15:05,S1028,C00549,P2145,Marketplace,Tarjeta,Promo 15%,1,118.01,0.0,118.01,17.7,100.31,77.61,1,,
2022-001795,25/10/2022 03:20,S1029,C00022,P2108,Tienda,Transferencia,Promo 10%,1,269.21,0.05,269.21,40.38,228.83,144.01,0,,
2022-001796,31/08/2022 03:13,S1008,C00513,P2136,Call Center,Billetera Digital,Promo 15%,1,154.8,0.0,154.8,20.12,134.68,99.42,0,,
2022-001797,17/02/2022 22:46,S1037,C00265,P2106,Web,Efectivo,2x1,3,438.35,0.05,1315.05,170.96,1144.09,310.34,0,,
2022-001798,16/07/2022 01:40,S1024,C00619,P2017,Web,Tarjeta,Cyber Week,3,252.27,0.1,756.81,113.52,643.29,182.13,1,,
2022-001799,04/08/2022 01:18,S1033,C00359,P2097,Marketplace,Tarjeta,Sin Promo,2,469.02,0.1,938.04,140.71,797.33,298.37,0,,
2022-001800,08/07/2022 13:32,S1041,C00622,P2004,Web,Billetera Digital,Sin Promo,3,489.28,0.1,1467.84,190.82,1277.02,298.92,0,,
2022-001801,25/02/2022 13:27,S1022,C00346,P2117,Tienda,Efectivo,2x1,3,84.2,0.0,252.6,37.89,214.71,41.82,0,,
2022-001802,25/01/2022 01:12,S1022,C00580,P2152,Web,Efectivo,Black Friday,2,499.51,0.0,999.02,149.85,849.17,338.06,0,,
2022-001803,05/05/2022 18:11,S1033,C00449,P2148,Tienda,Efectivo,Black Friday,2,674.81,0.0,1349.62,202.44,1147.18,390.62,0,,
2022-001804,22/11/2022 16:17,S1006,C00697,P2071,Tienda,Billetera Digital,Black Friday,2,411.03,0.15,822.06,106.87,715.19,243.78,0,,
2022-001805,19/04/2022 19:13,S1011,C00405,P2092,Tienda,Financiamiento,2x1,1,762.37,0.05,762.37,91.48,670.89,416.32,0,,
2022-001806,26/07/2022 09:02,S1025,C00452,P2085,Web,Tarjeta,Black Friday,3,31.02,0.0,93.06,13.96,79.1,20.07,0,,
2022-001807,03/06/2022 18:39,S1015,C00737,P2131,Marketplace,Efectivo,Cyber Week,2,196.93,0.0,393.86,47.26,346.6,119.6,0,,
2022-001808,11/08/2022 10:38,S1010,C00774,P2105,Call Center,Transferencia,Promo 15%,2,676.15,0.0,1352.3,162.28,1190.02,320.12,0,,
2022-001809,12/05/2022 16:51,S1001,C00356,P2136,Web,Financiamiento,Black Friday,2,154.8,0.0,309.6,40.25,269.35,99.42,0,,
2022-001810,28/07/2022 08:43,S1008,C00394,P2041,Marketplace,Billetera Digital,Sin Promo,2,37.22,0.2,74.44,9.68,64.76,34.06,1,,
2022-001811,21/12/2022 20:00,S1041,C00144,P2093,Marketplace,Transferencia,Black Friday,2,118.37,0.2,236.74,30.78,205.96,75.0,0,,
2022-001812,28/03/2022 11:19,S1037,C00157,P2007,Tienda,Transferencia,Promo 15%,1,201.43,0.05,201.43,26.19,175.24,162.45,0,,
2022-001813,09/11/2022 07:54,S1040,C00074,P2113,Marketplace,Efectivo,Sin Promo,6,267.88,0.1,1607.28,208.95,1398.33,139.53,0,,
2022-001814,19/06/2022 15:54,S1021,C00312,P2016,Web,Efectivo,Black Friday,1,146.7,0.15,146.7,22.0,124.7,121.18,0,,
2022-001815,06/01/2022 05:33,S1040,C00285,P2064,Tienda,Billetera Digital,Black Friday,2,73.05,0.2,146.1,18.99,127.11,57.47,0,,
2022-001816,18/05/2022 21:27,S1029,C00044,P2064,Tienda,Tarjeta,Cyber Week,1,86.74,0.05,86.74,13.01,73.73,57.47,0,,
2022-001817,04/04/2022 05:03,S1022,C00027,P2101,Web,Efectivo,Cyber Week,2,269.22,0.2,538.44,80.77,457.67,262.94,1,,
2022-001818,19/11/2022 23:30,S1027,C00620,P2021,Call Center,Efectivo,Promo 10%,1,417.5,0.05,417.5,62.62,354.88,239.98,0,,
2022-001819,26/04/2022 17:01,S1028,C00705,P2134,Marketplace,Tarjeta,2x1,1,229.48,0.05,229.48,34.42,195.06,153.79,1,,
2022-001820,31/12/2022 02:20,S1001,C00199,P2006,Call Center,Transferencia,Cyber Week,1,381.91,0.05,381.91,49.65,332.26,287.52,0,,
2022-001821,17/06/2022 18:03,S1030,C00738,P2010,Marketplace,Transferencia,Promo 15%,2,404.09,0.0,808.18,121.23,686.95,210.17,0,,
2022-001822,17/07/2022 11:51,S1010,C00317,P2067,Call Center,Transferencia,2x1,2,553.33,0.05,1106.66,132.8,973.86,420.88,0,,
2022-001823,17/07/2022 20:26,S1029,C00248,P2100,Marketplace,Transferencia,Sin Promo,2,571.97,0.0,1143.94,171.59,972.35,422.9,1,,
2022-001824,09/03/2022 14:24,S1035,C00800,P2149,Call Center,Transferencia,Cyber Week,2,213.57,0.05,427.14,64.07,363.07,173.08,0,,
2022-001825,05/11/2022 09:36,S1004,C00198,P2126,Web,Efectivo,2x1,1,649.93,0.05,649.93,84.49,565.44,413.19,0,,
2022-001826,08/07/2022 14:58,S1007,C00172,P2114,Marketplace,Efectivo,Promo 15%,1,526.3,0.05,526.3,68.42,457.88,274.57,0,,
2022-001827,01/04/2022 01:32,S1004,C00497,P2033,Tienda,Billetera Digital,2x1,1,80.36,0.0,80.36,10.45,69.91,61.26,0,,
2022-001828,09/05/2022 16:35,S1010,C00786,P2081,Marketplace,Efectivo,Sin Promo,3,319.45,0.2,958.35,115.0,843.35,192.91,0,,
2022-001829,16/06/2022 03:00,S1015,C00509,P2027,Marketplace,Tarjeta,Promo 15%,2,331.73,0.0,663.46,79.62,583.84,230.42,0,,
2022-001830,11/07/2022 22:50,S1034,C00500,P2101,Marketplace,Billetera Digital,Promo 15%,1,336.53,0.0,336.53,50.48,286.05,262.94,0,,
2022-001831,06/10/2022 03:11,S1004,C00331,P2159,Web,Efectivo,Cyber Week,2,640.88,0.0,1281.76,166.63,1115.13,434.27,0,,
2022-001832,14/09/2022 17:19,S1016,C00336,P2009,Web,Efectivo,2x1,4,496.86,0.05,1987.44,238.49,1748.95,287.2,1,,
2022-001833,30/10/2022 01:44,S1013,C00437,P2044,Web,Efectivo,Black Friday,3,454.08,0.0,1362.24,163.47,1198.77,214.81,0,,
2022-001834,01/01/2022 14:38,S1045,C00503,P2060,Tienda,Financiamiento,Sin Promo,1,325.76,0.15,325.76,42.35,283.41,245.82,0,,
2022-001835,06/07/2022 05:30,S1031,C00743,P2032,Marketplace,Transferencia,2x1,1,466.57,0.0,466.57,69.99,396.58,330.43,1,,
2022-001836,01/06/2022 21:07,S1026,C00036,P2032,Marketplace,Billetera Digital,Black Friday,3,443.24,0.05,1329.72,199.46,1130.26,330.43,0,,
2022-001837,20/06/2022 04:49,S1045,C00648,P2060,Web,Transferencia,Black Friday,2,325.76,0.15,651.52,84.7,566.82,245.82,0,,
2022-001838,08/08/2022 03:29,S1015,C00756,P2155,Marketplace,Efectivo,Promo 15%,5,125.86,0.2,629.3,75.52,553.78,71.96,0,,
2022-001839,10/04/2022 01:37,S1021,C00639,P2039,Tienda,Financiamiento,2x1,1,381.6,0.2,381.6,57.24,324.36,251.05,1,,
2022-001840,07/07/2022 04:29,S1037,C00355,P2031,Tienda,Tarjeta,Black Friday,1,193.42,0.05,193.42,25.14,168.28,111.43,0,,
2022-001841,13/03/2022 03:57,S1020,C00308,P2085,Call Center,Transferencia,Promo 15%,1,27.92,0.1,27.92,4.19,23.73,20.07,0,,
2022-001842,24/08/2022 04:00,S1018,C00545,P2014,Web,Efectivo,Sin Promo,1,408.68,0.05,408.68,49.04,359.64,296.33,0,,
2022-001843,06/05/2022 03:00,S1006,C00331,P2143,Marketplace,Efectivo,Sin Promo,2,166.67,0.05,333.34,43.33,290.01,101.86,0,,
2022-001844,31/07/2022 15:28,S1031,C00075,P2127,Tienda,Efectivo,Promo 10%,1,696.03,0.05,696.03,104.4,591.63,361.43,0,,
2022-001845,25/07/2022 03:08,S1045,C00041,P2055,Marketplace,Billetera Digital,Sin Promo,4,140.77,0.0,563.08,73.2,489.88,77.43,0,,
2022-001846,16/03/2022 09:07,S1010,C00367,P2021,Marketplace,Efectivo,2x1,2,439.47,0.0,878.94,105.47,773.47,239.98,0,Revisar,
2022-001847,13/03/2022 01:58,S1011,C00461,P2111,Call Center,Tarjeta,Promo 10%,2,277.51,0.05,555.02,66.6,488.42,191.52,0,,
2022-001848,10/06/2022 04:06,S1006,C00279,P2080,Call Center,Billetera Digital,2x1,1,301.79,0.0,301.79,39.23,262.56,221.89,0,,
2022-001849,07/08/2022 21:04,S1018,C00478,P2142,Tienda,Tarjeta,Promo 10%,1,469.2,0.05,469.2,56.3,412.9,331.65,0,,
2022-001850,24/12/2022 19:01,S1040,C00267,P2106,Call Center,Billetera Digital,Promo 10%,1,438.35,0.05,438.35,56.99,381.36,310.34,0,,
2022-001851,04/05/2022 13:17,S1036,C00666,P2036,Web,Efectivo,Sin Promo,3,288.63,0.0,865.89,129.88,736.01,143.03,1,,
2022-001852,09/07/2022 09:55,S1025,C00491,P2006,Marketplace,Tarjeta,2x1,2,341.71,0.15,683.42,102.51,580.91,287.52,0,,
2022-001853,31/08/2022 02:02,S1023,C00351,P2018,Marketplace,Efectivo,Promo 10%,4,352.67,0.1,1410.68,211.6,1199.08,224.11,0,,
2022-001854,28/12/2022 19:13,S1014,C00396,P2004,Marketplace,Efectivo,2x1,1,543.65,0.0,543.65,65.24,478.41,298.92,1,,
2022-001855,16/05/2022 15:00,S1012,C00345,P2107,Marketplace,Transferencia,Cyber Week,3,257.6,0.2,772.8,92.74,680.06,196.36,0,,
2022-001856,21/10/2022 00:53,S1007,C00513,P2009,Marketplace,Tarjeta,Cyber Week,1,523.01,0.0,523.01,67.99,455.02,287.2,0,Revisar,
2022-001857,15/06/2022 11:05,S1007,C00474,P2101,Marketplace,Tarjeta,Sin Promo,2,336.53,0.0,673.06,87.5,585.56,262.94,0,,
2022-001858,24/04/2022 06:55,S1007,C00347,P2077,Marketplace,Efectivo,Promo 10%,1,635.75,0.2,635.75,82.65,553.1,400.81,0,,
2022-001859,14/04/2022 08:40,S1020,C00429,P2012,Marketplace,Transferencia,Promo 10%,1,748.91,0.05,748.91,112.34,636.57,363.05,0,,
2022-001860,25/12/2022 01:55,S1039,C00336,P2076,Marketplace,Tarjeta,2x1,1,78.02,0.2,78.02,10.14,67.88,50.2,0,,
2022-001861,30/04/2022 16:24,S1025,C00636,P2071,Web,Tarjeta,2x1,4,483.57,0.0,1934.28,290.14,1644.14,243.78,0,,
2022-001862,19/05/2022 16:03,S1036,C00521,P2106,Web,Transferencia,Cyber Week,1,369.14,0.2,369.14,55.37,313.77,310.34,1,,
2022-001863,15/11/2022 06:10,S1004,C00301,P2017,Web,Efectivo,Cyber Week,2,238.25,0.15,476.5,61.95,414.55,182.13,0,,
2022-001864,29/08/2022 03:22,S1044,C00192,P2041,Marketplace,Financiamiento,Black Friday,2,37.22,0.2,74.44,9.68,64.76,34.06,0,,
2022-001865,21/08/2022 13:47,S1002,C00220,P2098,Tienda,Transferencia,Black Friday,2,645.08,0.0,1290.16,167.72,1122.44,389.5,0,,
2022-001866,10/09/2022 08:37,S1043,C00110,P2029,Web,Tarjeta,Cyber Week,5,393.2,0.2,1966.0,255.58,1710.42,271.13,0,,
2022-001867,30/01/2022 12:38,S1034,C00394,P2041,Tienda,Financiamiento,Black Friday,3,37.22,0.2,111.66,16.75,94.91,34.06,0,,
2022-001868,07/04/2022 09:00,S1020,C00600,P2033,Call Center,Billetera Digital,Promo 10%,3,80.36,0.0,241.08,36.16,204.92,61.26,0,,
2022-001869,28/05/2022 23:25,S1031,C00143,P2063,Marketplace,Transferencia,Sin Promo,2,63.37,0.1,126.74,19.01,107.73,34.56,0,Revisar,
2022-001870,29/06/2022 22:55,S1025,C00371,P2035,Marketplace,Efectivo,Cyber Week,1,725.28,0.2,725.28,108.79,616.49,418.3,0,,
2022-001871,20/10/2022 07:22,S1012,C00751,P2137,Call Center,Tarjeta,Cyber Week,5,428.74,0.0,2143.7,257.24,1886.46,246.0,0,,
2022-001872,15/07/2022 13:25,S1001,C00758,P2052,Call Center,Efectivo,Sin Promo,1,94.69,0.0,94.69,12.31,82.38,47.67,0,,
2022-001873,03/10/2022 23:35,S1007,C00336,P2093,Web,Financiamiento,Sin Promo,1,147.96,0.0,147.96,19.23,128.73,75.0,0,,
2022-001874,05/12/2022 05:49,S1008,C00606,P2096,Web,Financiamiento,Cyber Week,1,508.8,0.2,508.8,66.14,442.66,369.96,0,,
2022-001875,04/03/2022 20:25,S1044,C00011,P2046,Tienda,Tarjeta,Sin Promo,2,290.06,0.2,580.12,75.42,504.7,192.92,0,,
2022-001876,23/04/2022 15:52,S1036,C00040,P2064,Tienda,Billetera Digital,Promo 15%,3,82.18,0.1,246.54,36.98,209.56,57.47,0,,
2022-001877,02/01/2022 20:14,S1010,C00027,P2117,Tienda,Tarjeta,Promo 10%,1,79.99,0.05,79.99,9.6,70.39,41.82,0,,
2022-001878,13/09/2022 14:47,S1004,C00453,P2131,Tienda,Transferencia,Cyber Week,2,177.24,0.1,354.48,46.08,308.4,119.6,1,,
2022-001879,20/12/2022 19:04,S1006,C00564,P2022,Call Center,Financiamiento,Sin Promo,2,359.94,0.2,719.88,93.58,626.3,325.44,0,,
2022-001880,23/05/2022 21:25,S1030,C00418,P2072,Call Center,Billetera Digital,Promo 10%,2,513.93,0.15,1027.86,154.18,873.68,420.23,0,,
2022-001881,23/02/2022 20:30,S1023,C00230,P2038,Call Center,Transferencia,2x1,1,118.96,0.15,118.96,17.84,101.12,104.22,0,,
2022-001882,09/09/2022 16:22,S1014,C00058,P2015,Marketplace,Financiamiento,Cyber Week,1,173.77,0.0,173.77,20.85,152.92,122.14,0,,
2022-001883,18/12/2022 04:04,S1008,C00504,P2026,Web,Efectivo,Sin Promo,6,367.94,0.2,2207.64,286.99,1920.65,230.43,0,,
2022-001884,03/03/2022 07:27,S1039,C00213,P2020,Call Center,Transferencia,Cyber Week,1,49.36,0.0,49.36,6.42,42.94,32.33,0,,
2022-001885,10/12/2022 22:12,S1031,C00794,P2013,Tienda,Financiamiento,Promo 15%,1,200.2,0.0,200.2,30.03,170.17,98.1,0,,
2022-001886,06/08/2022 17:00,S1017,C00222,P2124,Call Center,Financiamiento,Promo 10%,3,380.55,0.2,1141.65,137.0,1004.65,351.18,0,,
2022-001887,05/10/2022 04:23,S1007,C00572,P2001,Tienda,Financiamiento,Cyber Week,2,81.45,0.15,162.9,21.18,141.72,59.67,0,,
2022-001888,15/05/2022 18:33,S1025,C00303,P2007,Call Center,Financiamiento,Black Friday,2,212.03,0.0,424.06,63.61,360.45,162.45,0,,
2022-001889,11/07/2022 22:21,S1024,C00596,P2131,Marketplace,Billetera Digital,Promo 15%,4,167.39,0.15,669.56,100.43,569.13,119.6,0,,
2022-001890,02/10/2022 08:33,S1042,C00780,P2067,Call Center,Tarjeta,Promo 10%,1,524.21,0.1,524.21,68.15,456.06,420.88,0,,
2022-001891,16/03/2022 01:18,S1027,C00659,P2160,Web,Tarjeta,Cyber Week,3,731.0,0.1,2193.0,328.95,1864.05,418.28,0,,
2022-001892,11/05/2022 15:30,S1015,C00216,P2049,Web,Financiamiento,2x1,2,158.27,0.0,316.54,37.98,278.56,89.45,0,,
2022-001893,23/10/2022 03:14,S1019,C00252,P2102,Web,Efectivo,Promo 15%,2,450.78,0.1,901.56,135.23,766.33,270.07,0,,
2022-001894,14/12/2022 01:22,S1044,C00283,P2042,Web,Billetera Digital,2x1,1,401.39,0.0,401.39,52.18,349.21,233.31,0,,
2022-001895,21/04/2022 01:26,S1040,C00731,P2096,Web,Billetera Digital,Cyber Week,1,604.2,0.05,604.2,78.55,525.65,369.96,1,,
2022-001896,02/09/2022 13:36,S1006,C00763,P2123,Marketplace,Efectivo,2x1,1,175.11,0.0,175.11,22.76,152.35,112.82,1,,
2022-001897,29/03/2022 01:56,S1016,C00729,P2131,Marketplace,Billetera Digital,2x1,1,167.39,0.15,167.39,20.09,147.3,119.6,0,,
2022-001898,03/09/2022 18:21,S1039,C00057,P2154,Web,Financiamiento,Black Friday,1,733.21,0.0,733.21,95.32,637.89,427.53,1,,
2022-001899,29/10/2022 07:10,S1016,C00259,P2055,Tienda,Financiamiento,Promo 10%,1,140.77,0.0,140.77,16.89,123.88,77.43,0,,
2022-001900,26/03/2022 04:38,S1009,C00399,P2035,Tienda,Financiamiento,Cyber Week,1,906.6,0.0,906.6,117.86,788.74,418.3,0,,
2022-001901,19/09/2022 15:42,S1011,C00104,P2070,Web,Billetera Digital,Cyber Week,1,614.79,0.0,614.79,73.77,541.02,281.04,0,,
2022-001902,18/12/2022 15:59,S1019,C00546,P2081,Tienda,Transferencia,Promo 15%,1,319.45,0.2,319.45,47.92,271.53,192.91,0,,
2022-001903,21/12/2022 18:01,S1030,C00027,P2057,Tienda,Financiamiento,Promo 15%,3,335.84,0.2,1007.52,151.13,856.39,314.68,0,,
2022-001904,07/02/2022 04:34,S1019,C00394,P2113,Marketplace,Transferencia,Promo 10%,2,297.65,0.0,595.3,89.29,506.01,139.53,0,,
2022-001905,07/05/2022 18:18,S1007,C00525,P2023,Tienda,Transferencia,2x1,4,529.75,0.0,2119.0,275.47,1843.53,346.8,0,,
2022-001906,17/01/2022 21:23,S1025,C00322,P2040,Web,Tarjeta,Black Friday,1,56.52,0.05,56.52,8.48,48.04,35.66,0,,
2022-001907,21/09/2022 01:15,S1028,C00035,P2024,Call Center,Billetera Digital,Cyber Week,3,316.27,0.0,948.81,142.32,806.49,197.91,0,,
2022-001908,19/08/2022 23:26,S1007,C00293,P2054,Web,Billetera Digital,Promo 15%,1,440.12,0.05,440.12,57.22,382.9,220.6,0,Revisar,
2022-001909,13/04/2022 20:59,S1003,C00487,P2104,Call Center,Financiamiento,Sin Promo,1,632.01,0.1,632.01,82.16,549.85,405.18,0,,
2022-001910,02/10/2022 11:29,S1043,C00661,P2012,Marketplace,Efectivo,Black Friday,1,748.91,0.05,748.91,97.36,651.55,363.05,1,,
2022-001911,20/05/2022 09:41,S1041,C00363,P2014,Tienda,Tarjeta,Promo 15%,3,430.19,0.0,1290.57,167.77,1122.8,296.33,0,,
2022-001912,07/09/2022 21:35,S1041,C00149,P2002,Web,Transferencia,Promo 15%,2,261.14,0.1,522.28,67.9,454.38,134.76,0,,
2022-001913,18/03/2022 04:10,S1045,C00230,P2114,Tienda,Billetera Digital,Sin Promo,4,554.0,0.0,2216.0,288.08,1927.92,274.57,0,,
2022-001914,07/10/2022 23:18,S1031,C00757,P2145,Tienda,Efectivo,Promo 10%,2,106.21,0.1,212.42,31.86,180.56,77.61,1,,
2022-001915,28/10/2022 08:56,S1039,C00263,P2019,Web,Billetera Digital,Promo 15%,1,471.27,0.0,471.27,61.27,410.0,283.84,0,,
2022-001916,21/11/2022 02:49,S1014,C00113,P2117,Call Center,Tarjeta,Promo 10%,1,84.2,0.0,84.2,10.1,74.1,41.82,0,,
2022-001917,23/08/2022 13:27,S1017,C00082,P2009,Tienda,Financiamiento,Promo 15%,1,444.56,0.15,444.56,53.35,391.21,287.2,1,,
2022-001918,24/03/2022 13:59,S1034,C00434,P2001,Marketplace,Transferencia,Promo 15%,1,76.66,0.2,76.66,11.5,65.16,59.67,0,,
2022-001919,25/03/2022 00:07,S1016,C00482,P2154,Web,Transferencia,Cyber Week,4,733.21,0.0,2932.84,351.94,2580.9,427.53,0,,
2022-001920,19/07/2022 22:40,S1045,C00226,P2049,Web,Efectivo,Black Friday,3,158.27,0.0,474.81,61.73,413.08,89.45,0,,
2022-001921,03/01/2022 17:50,S1002,C00582,P2125,Call Center,Efectivo,Cyber Week,3,344.65,0.0,1033.95,134.41,899.54,235.01,0,,
2022-001922,28/04/2022 10:03,S1045,C00662,P2084,Marketplace,Transferencia,2x1,1,10.89,0.0,10.89,1.42,9.47,8.31,1,,
2022-001923,26/01/2022 01:50,S1009,C00229,P2009,Web,Billetera Digital,Black Friday,1,418.41,0.2,418.41,54.39,364.02,287.2,0,,
2022-001924,27/01/2022 16:04,S1038,C00435,P2129,Marketplace,Tarjeta,2x1,2,403.96,0.2,807.92,105.03,702.89,401.84,0,,
2022-001925,22/06/2022 04:51,S1018,C00598,P2055,Tienda,Efectivo,Sin Promo,1,119.65,0.15,119.65,14.36,105.29,77.43,0,,
2022-001926,26/03/2022 10:35,S1019,C00294,P2032,Marketplace,Financiamiento,Sin Promo,2,443.24,0.05,886.48,132.97,753.51,330.43,0,,
2022-001927,21/09/2022 01:30,S1012,C00678,P2005,Call Center,Transferencia,Cyber Week,4,545.93,0.0,2183.72,262.05,1921.67,390.45,0,,
2022-001928,28/09/2022 12:13,S1022,C00062,P2123,Web,Efectivo,2x1,1,175.11,0.0,175.11,26.27,148.84,112.82,0,,
2022-001929,04/07/2022 00:26,S1010,C00001,P2121,Tienda,Transferencia,2x1,1,417.78,0.0,417.78,50.13,367.65,207.12,1,,
2022-001930,13/06/2022 20:05,S1042,C00202,P2046,Tienda,Transferencia,Cyber Week,1,308.18,0.15,308.18,40.06,268.12,192.92,0,,
2022-001931,08/10/2022 06:12,S1021,C00166,P2068,Marketplace,Efectivo,Cyber Week,2,209.44,0.15,418.88,62.83,356.05,122.46,0,,
2022-001932,31/10/2022 06:29,S1037,C00604,P2051,Tienda,Tarjeta,Cyber Week,1,684.37,0.2,684.37,88.97,595.4,394.02,0,,
2022-001933,23/03/2022 20:46,S1031,C00704,P2117,Marketplace,Billetera Digital,Sin Promo,2,75.78,0.1,151.56,22.73,128.83,41.82,0,,
2022-001934,26/02/2022 10:20,S1037,C00253,P2060,Web,Billetera Digital,Promo 15%,1,383.25,0.0,383.25,49.82,333.43,245.82,1,,
2022-001935,27/12/2022 14:26,S1017,C00261,P2093,Web,Billetera Digital,Sin Promo,4,133.16,0.1,532.64,63.92,468.72,75.0,0,,
2022-001936,28/03/2022 15:00,S1028,C00445,P2079,Tienda,Efectivo,Cyber Week,1,249.59,0.0,249.59,37.44,212.15,156.92,0,,
2022-001937,25/02/2022 16:23,S1017,C00266,P2118,Web,Tarjeta,Black Friday,1,65.15,0.0,65.15,7.82,57.33,45.65,0,,
2022-001938,28/11/2022 11:01,S1006,C00667,P2013,Call Center,Financiamiento,Promo 15%,3,190.19,0.05,570.57,74.17,496.4,98.1,0,,
2022-001939,02/06/2022 19:47,S1022,C00344,P2011,Web,Financiamiento,Promo 10%,1,353.45,0.1,353.45,53.02,300.43,309.34,0,,
2022-001940,05/03/2022 09:00,S1036,C00367,P2001,Marketplace,Billetera Digital,Sin Promo,2,91.03,0.05,182.06,27.31,154.75,59.67,0,,
2022-001941,09/06/2022 09:56,S1019,C00252,P2122,Tienda,Transferencia,Promo 10%,2,613.46,0.1,1226.92,184.04,1042.88,324.38,0,,
2022-001942,28/02/2022 20:22,S1008,C00172,P2030,Tienda,Efectivo,Sin Promo,2,541.44,0.0,1082.88,140.77,942.11,418.38,0,,
2022-001943,11/06/2022 05:00,S1041,C00142,P2040,Call Center,Billetera Digital,Promo 10%,1,59.49,0.0,59.49,7.73,51.76,35.66,0,,
2022-001944,29/05/2022 06:39,S1011,C00344,P2019,Tienda,Efectivo,Promo 10%,2,400.58,0.15,801.16,96.14,705.02,283.84,1,,
