REPORTE,TRANSACTIONID,DATE,STOREID,CUSTOMERID,PRODUCTID,CHANNEL,PAYMENTMETHOD,PROMOTION,QUANTITY,UNITPRICE,DISCOUNTPCT,GROSSSALES,TAXAMOUNT,NETSALES,UNITCOST,RETURNFLAG
RETAILMAX S.A. - VENTAS 2021,2021-001459,2021-06-25 02:31:59,S1040,C00581,P2040,Tienda,Billetera Digital,2x1,2,53.54,0.1,107.08,13.92,93.16,35.66,1
RETAILMAX S.A. - VENTAS 2021,2021-001460,2021-07-22 05:38:34,S1020,C00205,P2091,Web,Financiamiento,Promo 10%,2,541.5,0.0,1083.0,162.45,920.55,397.11,0
RETAILMAX S.A. - VENTAS 2021,2021-001461,2021-05-14 08:16:45,S1034,C00014,P2010,Tienda,Tarjeta,Cyber Week,1,343.48,0.15,343.48,51.52,291.96,210.17,1
RETAILMAX S.A. - VENTAS 2021,2021-001462,2021-04-26 17:25:43,S1029,C00514,P2064,Web,Efectivo,Promo 10%,1,91.31,0.0,91.31,13.7,77.61,57.47,0
RETAILMAX S.A. - VENTAS 2021,2021-001463,2021-06-13 11:45:29,S1026,C00113,P2129,Call Center,Tarjeta,Black Friday,1,429.21,0.15,429.21,64.38,364.83,401.84,0
RETAILMAX S.A. - VENTAS 2021,2021-001464,2021-09-10 00:51:21,S1011,C00785,P2013,Call Center,Billetera Digital,Sin Promo,2,170.17,0.15,340.34,40.84,299.5,98.1,0
RETAILMAX S.A. - VENTAS 2021,2021-001465,2021-04-13 21:28:09,S1040,C00679,P2145,Call Center,Tarjeta,Promo 15%,1,118.01,0.0,118.01,15.34,102.67,77.61,1
RETAILMAX S.A. - VENTAS 2021,2021-001466,2021-02-11 21:10:29,S1005,C00628,P2019,Web,Financiamiento,Promo 10%,4,424.14,0.1,1696.56,220.55,1476.01,283.84,0
RETAILMAX S.A. - VENTAS 2021,2021-001467,2021-10-02 00:16:03,S1015,C00062,P2147,Marketplace,Transferencia,Black Friday,4,465.95,0.15,1863.8,223.66,1640.14,299.7,0
RETAILMAX S.A. - VENTAS 2021,2021-001468,2021-09-19 14:08:30,S1028,C00701,P2045,Marketplace,Transferencia,Promo 10%,1,68.91,0.0,68.91,10.34,58.57,46.07,0
RETAILMAX S.A. - VENTAS 2021,2021-001469,2021-05-14 14:17:43,S1021,C00356,P2075,Call Center,Tarjeta,2x1,1,580.05,0.0,580.05,87.01,493.04,301.87,0
RETAILMAX S.A. - VENTAS 2021,2021-001470,2021-11-30 18:38:03,S1001,C00297,P2158,Web,Tarjeta,Sin Promo,3,542.39,0.0,1627.17,211.53,1415.64,274.83,0
RETAILMAX S.A. - VENTAS 2021,2021-001471,2021-02-24 07:29:06,S1025,C00314,P2133,Marketplace,Efectivo,Black Friday,1,47.33,0.1,47.33,7.1,40.23,38.56,0
RETAILMAX S.A. - VENTAS 2021,2021-001472,2021-07-04 16:53:08,S1027,C00464,P2151,Web,Billetera Digital,Promo 15%,1,209.24,0.15,209.24,31.39,177.85,116.51,0
RETAILMAX S.A. - VENTAS 2021,2021-001473,2021-09-19 00:52:01,S1036,C00435,P2045,Web,Transferencia,Promo 10%,1,68.91,0.0,68.91,10.34,58.57,46.07,0
RETAILMAX S.A. - VENTAS 2021,2021-001474,2021-07-18 11:55:07,S1009,C00323,P2023,Web,Financiamiento,2x1,2,503.26,0.05,1006.52,130.85,875.67,346.8,0
RETAILMAX S.A. - VENTAS 2021,2021-001475,2021-11-02 10:23:20,S1010,C00094,P2090,Web,Tarjeta,Black Friday,3,105.3,0.15,315.9,37.91,277.99,72.93,0
RETAILMAX S.A. - VENTAS 2021,2021-001476,2021-01-01 01:08:09,S1034,C00263,P2052,Tienda,Transferencia,Sin Promo,2,75.75,0.2,151.5,22.72,128.78,47.67,0
RETAILMAX S.A. - VENTAS 2021,2021-001477,2021-08-16 13:53:13,S1024,C00529,P2044,Tienda,Tarjeta,Promo 15%,3,454.08,0.0,1362.24,204.34,1157.9,214.81,0
RETAILMAX S.A. - VENTAS 2021,2021-001478,2021-11-27 06:56:46,S1033,C00701,P2008,Marketplace,Tarjeta,Promo 15%,5,743.1,0.15,3715.5,557.32,3158.18,421.75,0
RETAILMAX S.A. - VENTAS 2021,2021-001479,2021-12-01 00:48:55,S1011,C00489,P2076,Tienda,Transferencia,Promo 10%,1,97.52,0.0,97.52,11.7,85.82,50.2,0
RETAILMAX S.A. - VENTAS 2021,2021-001480,2021-08-22 07:27:05,S1016,C00439,P2139,Tienda,Financiamiento,Promo 10%,1,17.24,0.15,17.24,2.07,15.17,12.71,0
RETAILMAX S.A. - VENTAS 2021,2021-001481,2021-02-27 03:08:04,S1042,C00363,P2157,Marketplace,Transferencia,Sin Promo,3,212.21,0.05,636.63,82.76,553.87,118.28,1
RETAILMAX S.A. - VENTAS 2021,2021-001482,2021-10-16 17:27:58,S1035,C00013,P2062,Web,Efectivo,Sin Promo,1,95.11,0.15,95.11,14.27,80.84,74.21,0
RETAILMAX S.A. - VENTAS 2021,2021-001483,2021-12-14 13:44:29,S1009,C00405,P2121,Call Center,Financiamiento,2x1,1,396.89,0.05,396.89,51.6,345.29,207.12,0
RETAILMAX S.A. - VENTAS 2021,2021-001484,2021-01-07 20:59:57,S1009,C00419,P2156,Tienda,Transferencia,Cyber Week,4,69.22,0.15,276.88,35.99,240.89,55.02,0
RETAILMAX S.A. - VENTAS 2021,2021-001485,2021-09-03 07:22:48,S1037,C00426,P2039,Marketplace,Efectivo,Promo 10%,3,477.0,0.0,1431.0,186.03,1244.97,251.05,1
RETAILMAX S.A. - VENTAS 2021,2021-001486,2021-08-18 00:04:15,S1037,C00358,P2039,Call Center,Billetera Digital,Cyber Week,6,477.0,0.0,2862.0,372.06,2489.94,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-001487,2021-04-29 01:43:18,S1018,C00202,P2107,Marketplace,Financiamiento,2x1,1,322.0,0.0,322.0,38.64,283.36,196.36,0
RETAILMAX S.A. - VENTAS 2021,2021-001488,2021-03-25 13:35:24,S1004,C00721,P2103,Web,Transferencia,Cyber Week,2,424.9,0.0,849.8,110.47,739.33,274.37,1
RETAILMAX S.A. - VENTAS 2021,2021-001489,2021-06-27 14:49:06,S1011,C00375,P2077,Marketplace,Financiamiento,Promo 15%,1,754.96,0.05,754.96,90.6,664.36,400.81,0
RETAILMAX S.A. - VENTAS 2021,2021-001490,2021-03-17 18:00:16,S1020,C00251,P2079,Marketplace,Financiamiento,Sin Promo,2,237.11,0.05,474.22,71.13,403.09,156.92,0
RETAILMAX S.A. - VENTAS 2021,2021-001491,2021-05-10 05:00:40,S1039,C00352,P2113,Call Center,Financiamiento,Black Friday,1,297.65,0.0,297.65,38.69,258.96,139.53,1
RETAILMAX S.A. - VENTAS 2021,2021-001492,2021-03-26 01:33:24,S1011,C00300,P2091,Web,Billetera Digital,Promo 15%,1,433.2,0.2,433.2,51.98,381.22,397.11,0
RETAILMAX S.A. - VENTAS 2021,2021-001493,2021-11-20 05:48:16,S1034,C00735,P2058,Web,Efectivo,Cyber Week,4,419.32,0.1,1677.28,251.59,1425.69,324.41,0
RETAILMAX S.A. - VENTAS 2021,2021-001494,2021-02-11 15:15:16,S1017,C00342,P2061,Tienda,Billetera Digital,Sin Promo,4,38.41,0.1,153.64,18.44,135.2,26.36,0
RETAILMAX S.A. - VENTAS 2021,2021-001495,2021-01-03 09:16:26,S1010,C00431,P2032,Web,Efectivo,Cyber Week,5,396.58,0.15,1982.9,237.95,1744.95,330.43,1
RETAILMAX S.A. - VENTAS 2021,2021-001496,2021-06-21 17:48:37,S1001,C00146,P2064,Marketplace,Billetera Digital,2x1,1,77.61,0.15,77.61,10.09,67.52,57.47,0
RETAILMAX S.A. - VENTAS 2021,2021-001497,2021-12-03 14:18:05,S1030,C00691,P2039,Call Center,Tarjeta,Promo 10%,1,477.0,0.0,477.0,71.55,405.45,251.05,1
RETAILMAX S.A. - VENTAS 2021,2021-001498,2021-11-26 16:31:01,S1029,C00285,P2105,Web,Tarjeta,Black Friday,1,574.73,0.15,574.73,86.21,488.52,320.12,0
RETAILMAX S.A. - VENTAS 2021,2021-001499,2021-09-11 05:15:20,S1022,C00681,P2032,Marketplace,Efectivo,2x1,4,396.58,0.15,1586.32,237.95,1348.37,330.43,0
RETAILMAX S.A. - VENTAS 2021,2021-001500,2021-04-18 19:43:56,S1024,C00338,P2033,Web,Tarjeta,Sin Promo,2,64.29,0.2,128.58,19.29,109.29,61.26,0
RETAILMAX S.A. - VENTAS 2021,2021-001501,2021-06-01 04:24:29,S1004,C00138,P2116,Tienda,Tarjeta,Promo 15%,1,595.12,0.2,595.12,77.37,517.75,358.01,0
RETAILMAX S.A. - VENTAS 2021,2021-001502,2021-03-02 15:21:41,S1033,C00054,P2121,Call Center,Tarjeta,Cyber Week,5,355.11,0.15,1775.55,266.33,1509.22,207.12,0
RETAILMAX S.A. - VENTAS 2021,2021-001503,2021-06-03 12:29:39,S1023,C00047,P2047,Marketplace,Financiamiento,Black Friday,1,456.79,0.0,456.79,68.52,388.27,295.44,0
RETAILMAX S.A. - VENTAS 2021,2021-001504,2021-09-02 23:07:39,S1010,C00411,P2154,Call Center,Tarjeta,2x1,2,733.21,0.0,1466.42,175.97,1290.45,427.53,0
RETAILMAX S.A. - VENTAS 2021,2021-001505,2021-06-29 01:07:48,S1034,C00600,P2036,Call Center,Billetera Digital,Sin Promo,1,274.2,0.05,274.2,41.13,233.07,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-001506,2021-12-19 21:22:35,S1045,C00623,P2106,Call Center,Tarjeta,2x1,2,461.42,0.0,922.84,119.97,802.87,310.34,0
RETAILMAX S.A. - VENTAS 2021,2021-001507,2021-09-07 03:09:40,S1008,C00513,P2125,Tienda,Tarjeta,Promo 10%,2,310.19,0.1,620.38,80.65,539.73,235.01,1
RETAILMAX S.A. - VENTAS 2021,2021-001508,2021-11-20 03:25:21,S1010,C00428,P2154,Marketplace,Efectivo,Black Friday,2,623.23,0.15,1246.46,149.58,1096.88,427.53,0
RETAILMAX S.A. - VENTAS 2021,2021-001509,2021-01-18 11:45:19,S1044,C00242,P2072,Call Center,Efectivo,Black Friday,1,483.7,0.2,483.7,62.88,420.82,420.23,0
RETAILMAX S.A. - VENTAS 2021,2021-001510,2021-02-18 00:22:29,S1009,C00004,P2087,Tienda,Billetera Digital,2x1,2,291.4,0.1,582.8,75.76,507.04,166.63,0
RETAILMAX S.A. - VENTAS 2021,2021-001511,2021-09-15 06:35:54,S1026,C00418,P2157,Call Center,Billetera Digital,Cyber Week,2,189.87,0.15,379.74,56.96,322.78,118.28,1
RETAILMAX S.A. - VENTAS 2021,2021-001512,2021-01-25 09:13:07,S1026,C00277,P2038,Call Center,Efectivo,2x1,2,118.96,0.15,237.92,35.69,202.23,104.22,0
RETAILMAX S.A. - VENTAS 2021,2021-001513,2021-03-25 01:26:58,S1030,C00394,P2089,Call Center,Tarjeta,Cyber Week,1,736.54,0.0,736.54,110.48,626.06,351.93,0
RETAILMAX S.A. - VENTAS 2021,2021-001514,2021-02-09 07:14:59,S1042,C00251,P2148,Tienda,Financiamiento,Cyber Week,2,674.81,0.0,1349.62,175.45,1174.17,390.62,1
RETAILMAX S.A. - VENTAS 2021,2021-001515,2021-04-01 13:42:57,S1008,C00235,P2119,Web,Transferencia,Cyber Week,1,763.08,0.0,763.08,99.2,663.88,363.73,0
RETAILMAX S.A. - VENTAS 2021,2021-001516,2021-09-10 08:19:40,S1025,C00558,P2025,Tienda,Tarjeta,Promo 10%,3,531.42,0.2,1594.26,239.14,1355.12,394.63,0
RETAILMAX S.A. - VENTAS 2021,2021-001517,2021-03-09 22:02:05,S1042,C00386,P2121,Call Center,Transferencia,Cyber Week,2,396.89,0.05,793.78,103.19,690.59,207.12,0
RETAILMAX S.A. - VENTAS 2021,2021-001518,2021-01-11 19:07:15,S1018,C00601,P2156,Tienda,Financiamiento,2x1,4,81.43,0.0,325.72,39.09,286.63,55.02,0
RETAILMAX S.A. - VENTAS 2021,2021-001519,2021-05-23 15:53:05,S1019,C00090,P2102,Tienda,Tarjeta,Sin Promo,2,475.83,0.05,951.66,142.75,808.91,270.07,0
RETAILMAX S.A. - VENTAS 2021,2021-001520,2021-12-07 13:01:16,S1028,C00615,P2125,Web,Efectivo,Sin Promo,2,310.19,0.1,620.38,93.06,527.32,235.01,0
RETAILMAX S.A. - VENTAS 2021,2021-001521,2021-03-24 03:08:41,S1045,C00578,P2120,Web,Financiamiento,Cyber Week,2,169.57,0.15,339.14,44.09,295.05,113.2,0
RETAILMAX S.A. - VENTAS 2021,2021-001522,2021-07-11 20:17:35,S1040,C00364,P2137,Web,Billetera Digital,2x1,1,428.74,0.0,428.74,55.74,373.0,246.0,0
RETAILMAX S.A. - VENTAS 2021,2021-001523,2021-10-14 01:26:50,S1033,C00722,P2128,Marketplace,Efectivo,Cyber Week,1,557.39,0.0,557.39,83.61,473.78,269.57,1
RETAILMAX S.A. - VENTAS 2021,2021-001524,2021-07-20 00:24:27,S1031,C00384,P2093,Tienda,Tarjeta,Black Friday,1,133.16,0.1,133.16,19.97,113.19,75.0,1
RETAILMAX S.A. - VENTAS 2021,2021-001525,2021-05-17 21:19:12,S1029,C00196,P2111,Web,Transferencia,Promo 10%,2,292.12,0.0,584.24,87.64,496.6,191.52,0
RETAILMAX S.A. - VENTAS 2021,2021-001526,2021-04-20 06:52:08,S1041,C00738,P2057,Call Center,Efectivo,Sin Promo,2,398.81,0.05,797.62,103.69,693.93,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-001527,2021-07-18 20:08:07,S1022,C00442,P2058,Tienda,Efectivo,Cyber Week,2,419.32,0.1,838.64,125.8,712.84,324.41,0
RETAILMAX S.A. - VENTAS 2021,2021-001528,2021-09-19 05:17:38,S1001,C00622,P2114,Call Center,Billetera Digital,Sin Promo,4,554.0,0.0,2216.0,288.08,1927.92,274.57,0
RETAILMAX S.A. - VENTAS 2021,2021-001529,2021-03-26 08:59:43,S1032,C00391,P2113,Marketplace,Efectivo,Promo 15%,2,282.77,0.05,565.54,84.83,480.71,139.53,0
RETAILMAX S.A. - VENTAS 2021,2021-001530,2021-01-31 15:43:26,S1035,C00016,P2142,Call Center,Tarjeta,Promo 10%,1,493.89,0.0,493.89,74.08,419.81,331.65,1
RETAILMAX S.A. - VENTAS 2021,2021-001531,2021-07-11 14:13:39,S1014,C00406,P2124,Web,Efectivo,2x1,2,380.55,0.2,761.1,91.33,669.77,351.18,0
RETAILMAX S.A. - VENTAS 2021,2021-001532,2021-09-18 14:48:04,S1031,C00737,P2139,Web,Efectivo,Black Friday,2,16.22,0.2,32.44,4.87,27.57,12.71,0
RETAILMAX S.A. - VENTAS 2021,2021-001533,2021-05-28 18:06:00,S1044,C00128,P2156,Tienda,Financiamiento,Sin Promo,3,77.36,0.05,232.08,30.17,201.91,55.02,0
RETAILMAX S.A. - VENTAS 2021,2021-001534,2021-02-13 05:17:59,S1012,C00236,P2138,Marketplace,Transferencia,2x1,3,720.1,0.0,2160.3,259.24,1901.06,375.47,0
RETAILMAX S.A. - VENTAS 2021,2021-001535,2021-08-26 23:40:18,S1001,C00366,P2152,Marketplace,Billetera Digital,Black Friday,3,499.51,0.0,1498.53,194.81,1303.72,338.06,0
RETAILMAX S.A. - VENTAS 2021,2021-001536,2021-06-07 17:06:32,S1028,C00420,P2133,Web,Financiamiento,Promo 15%,2,49.96,0.05,99.92,14.99,84.93,38.56,0
RETAILMAX S.A. - VENTAS 2021,2021-001537,2021-12-21 17:49:42,S1038,C00163,P2012,Tienda,Transferencia,Cyber Week,5,709.5,0.1,3547.5,461.18,3086.32,363.05,0
RETAILMAX S.A. - VENTAS 2021,2021-001538,2021-05-19 10:31:12,S1013,C00730,P2085,Marketplace,Transferencia,Promo 10%,2,31.02,0.0,62.04,7.44,54.6,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-001539,2021-04-08 12:41:20,S1038,C00626,P2146,Marketplace,Billetera Digital,Cyber Week,5,311.26,0.0,1556.3,202.32,1353.98,242.22,0
RETAILMAX S.A. - VENTAS 2021,2021-001540,2021-05-23 09:36:31,S1032,C00746,P2056,Web,Billetera Digital,Promo 10%,2,753.9,0.15,1507.8,226.17,1281.63,417.23,1
RETAILMAX S.A. - VENTAS 2021,2021-001541,2021-06-01 06:54:59,S1036,C00228,P2066,Marketplace,Efectivo,2x1,2,524.71,0.0,1049.42,157.41,892.01,297.19,0
RETAILMAX S.A. - VENTAS 2021,2021-001542,2021-09-24 06:18:49,S1045,C00601,P2127,Marketplace,Efectivo,Promo 10%,1,622.76,0.15,622.76,80.96,541.8,361.43,0
RETAILMAX S.A. - VENTAS 2021,2021-001543,2021-11-21 12:17:00,S1010,C00575,P2088,Call Center,Transferencia,Promo 10%,1,486.13,0.15,486.13,58.34,427.79,308.2,0
RETAILMAX S.A. - VENTAS 2021,2021-001544,2021-09-05 09:51:26,S1044,C00191,P2043,Marketplace,Efectivo,Promo 15%,5,297.93,0.05,1489.65,193.65,1296.0,244.5,0
RETAILMAX S.A. - VENTAS 2021,2021-001545,2021-02-06 09:11:40,S1020,C00338,P2155,Call Center,Tarjeta,Sin Promo,1,149.46,0.05,149.46,22.42,127.04,71.96,0
RETAILMAX S.A. - VENTAS 2021,2021-001546,2021-05-11 18:01:27,S1021,C00261,P2127,Marketplace,Billetera Digital,Black Friday,2,659.39,0.1,1318.78,197.82,1120.96,361.43,0
RETAILMAX S.A. - VENTAS 2021,2021-001547,2021-04-12 09:40:25,S1001,C00074,P2021,Call Center,Billetera Digital,Sin Promo,1,417.5,0.05,417.5,54.27,363.23,239.98,0
RETAILMAX S.A. - VENTAS 2021,2021-001548,2021-08-12 14:05:09,S1009,C00675,P2135,Web,Tarjeta,Promo 15%,1,152.93,0.0,152.93,19.88,133.05,71.27,0
RETAILMAX S.A. - VENTAS 2021,2021-001549,2021-01-22 02:33:31,S1008,C00663,P2139,Marketplace,Efectivo,Sin Promo,1,18.25,0.1,18.25,2.37,15.88,12.71,1
RETAILMAX S.A. - VENTAS 2021,2021-001550,2021-12-18 15:24:38,S1014,C00707,P2047,Tienda,Tarjeta,Sin Promo,1,388.27,0.15,388.27,46.59,341.68,295.44,0
RETAILMAX S.A. - VENTAS 2021,2021-001551,2021-11-16 10:05:29,S1005,C00657,P2097,Web,Efectivo,Black Friday,1,521.13,0.0,521.13,67.75,453.38,298.37,0
RETAILMAX S.A. - VENTAS 2021,2021-001552,2021-10-20 09:42:41,S1028,C00581,P2133,Web,Efectivo,Sin Promo,4,52.59,0.0,210.36,31.55,178.81,38.56,0
RETAILMAX S.A. - VENTAS 2021,2021-001553,2021-10-27 11:31:52,S1003,C00141,P2020,Call Center,Efectivo,Black Friday,3,49.36,0.0,148.08,19.25,128.83,32.33,0
RETAILMAX S.A. - VENTAS 2021,2021-001554,2021-01-09 05:50:23,S1003,C00013,P2054,Marketplace,Financiamiento,Sin Promo,1,393.79,0.15,393.79,51.19,342.6,220.6,0
RETAILMAX S.A. - VENTAS 2021,2021-001555,2021-05-07 14:47:47,S1026,C00693,P2066,Web,Efectivo,Promo 10%,1,498.47,0.05,498.47,74.77,423.7,297.19,0
RETAILMAX S.A. - VENTAS 2021,2021-001556,2021-02-24 00:06:55,S1021,C00752,P2014,Call Center,Billetera Digital,Black Friday,1,430.19,0.0,430.19,64.53,365.66,296.33,0
RETAILMAX S.A. - VENTAS 2021,2021-001557,2021-08-17 07:46:09,S1045,C00487,P2137,Tienda,Financiamiento,Cyber Week,1,342.99,0.2,342.99,44.59,298.4,246.0,0
RETAILMAX S.A. - VENTAS 2021,2021-001558,2021-08-15 05:28:31,S1005,C00573,P2093,Call Center,Tarjeta,Black Friday,3,140.56,0.05,421.68,54.82,366.86,75.0,0
RETAILMAX S.A. - VENTAS 2021,2021-001559,2021-04-16 17:53:44,S1012,C00188,P2053,Marketplace,Transferencia,Sin Promo,2,841.05,0.1,1682.1,201.85,1480.25,436.17,0
RETAILMAX S.A. - VENTAS 2021,2021-001560,2021-09-17 22:24:52,S1005,C00566,P2065,Web,Transferencia,Promo 10%,1,387.88,0.05,387.88,50.42,337.46,269.16,1
RETAILMAX S.A. - VENTAS 2021,2021-001561,2021-02-09 21:52:48,S1036,C00780,P2026,Call Center,Efectivo,2x1,3,390.93,0.15,1172.79,175.92,996.87,230.43,0
RETAILMAX S.A. - VENTAS 2021,2021-001562,2021-04-22 11:26:24,S1036,C00597,P2051,Web,Transferencia,Promo 10%,1,855.46,0.0,855.46,128.32,727.14,394.02,0
RETAILMAX S.A. - VENTAS 2021,2021-001563,2021-11-04 17:06:06,S1022,C00392,P2001,Web,Tarjeta,2x1,5,81.45,0.15,407.25,61.09,346.16,59.67,1
RETAILMAX S.A. - VENTAS 2021,2021-001564,2021-01-12 14:09:29,S1022,C00300,P2023,Call Center,Tarjeta,2x1,2,529.75,0.0,1059.5,158.92,900.58,346.8,0
RETAILMAX S.A. - VENTAS 2021,2021-001565,2021-08-17 15:26:32,S1002,C00617,P2036,Marketplace,Efectivo,Promo 15%,1,288.63,0.0,288.63,37.52,251.11,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-001566,2021-05-14 17:25:21,S1003,C00301,P2060,Web,Tarjeta,2x1,1,383.25,0.0,383.25,49.82,333.43,245.82,0
RETAILMAX S.A. - VENTAS 2021,2021-001567,2021-01-25 08:19:20,S1023,C00491,P2015,Tienda,Billetera Digital,Cyber Week,1,173.77,0.0,173.77,26.07,147.7,122.14,0
RETAILMAX S.A. - VENTAS 2021,2021-001568,2021-01-26 09:06:59,S1032,C00527,P2024,Call Center,Efectivo,Promo 15%,1,316.27,0.0,316.27,47.44,268.83,197.91,0
RETAILMAX S.A. - VENTAS 2021,2021-001569,2021-08-12 10:08:25,S1003,C00448,P2005,Web,Financiamiento,Promo 15%,4,545.93,0.0,2183.72,283.88,1899.84,390.45,0
RETAILMAX S.A. - VENTAS 2021,2021-001570,2021-09-24 02:25:52,S1010,C00506,P2080,Tienda,Billetera Digital,Cyber Week,1,301.79,0.0,301.79,36.21,265.58,221.89,1
RETAILMAX S.A. - VENTAS 2021,2021-001571,2021-04-01 10:29:40,S1009,C00331,P2058,Web,Efectivo,Sin Promo,2,442.61,0.05,885.22,115.08,770.14,324.41,0
RETAILMAX S.A. - VENTAS 2021,2021-001572,2021-11-05 02:48:18,S1041,C00580,P2140,Marketplace,Efectivo,Black Friday,1,14.41,0.0,14.41,1.87,12.54,6.63,0
RETAILMAX S.A. - VENTAS 2021,2021-001573,2021-08-25 20:09:00,S1012,C00089,P2114,Web,Efectivo,Black Friday,3,470.9,0.15,1412.7,169.52,1243.18,274.57,0
RETAILMAX S.A. - VENTAS 2021,2021-001574,2021-05-06 00:19:06,S1045,C00097,P2053,Marketplace,Billetera Digital,Sin Promo,1,934.5,0.0,934.5,121.48,813.02,436.17,0
RETAILMAX S.A. - VENTAS 2021,2021-001575,2021-09-16 02:04:11,S1027,C00163,P2101,Tienda,Financiamiento,Promo 10%,1,336.53,0.0,336.53,50.48,286.05,262.94,0
RETAILMAX S.A. - VENTAS 2021,2021-001576,2021-05-04 22:10:18,S1031,C00209,P2038,Marketplace,Financiamiento,Promo 10%,3,125.95,0.1,377.85,56.68,321.17,104.22,0
RETAILMAX S.A. - VENTAS 2021,2021-001577,2021-03-31 04:00:01,S1039,C00675,P2057,Tienda,Tarjeta,2x1,3,419.8,0.0,1259.4,163.72,1095.68,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-001578,2021-01-01 10:27:24,S1016,C00220,P2119,Call Center,Financiamiento,Black Friday,2,610.46,0.2,1220.92,146.51,1074.41,363.73,0
RETAILMAX S.A. - VENTAS 2021,2021-001579,2021-07-26 19:06:59,S1024,C00207,P2013,Marketplace,Billetera Digital,Black Friday,2,170.17,0.15,340.34,51.05,289.29,98.1,1
RETAILMAX S.A. - VENTAS 2021,2021-001580,2021-07-27 09:09:15,S1003,C00396,P2160,Web,Billetera Digital,2x1,2,771.61,0.05,1543.22,200.62,1342.6,418.28,0
RETAILMAX S.A. - VENTAS 2021,2021-001581,2021-01-19 07:31:57,S1036,C00559,P2117,Marketplace,Tarjeta,Black Friday,1,84.2,0.0,84.2,12.63,71.57,41.82,0
RETAILMAX S.A. - VENTAS 2021,2021-001582,2021-07-15 13:41:15,S1043,C00461,P2028,Marketplace,Financiamiento,Promo 10%,1,598.19,0.0,598.19,77.76,520.43,344.08,0
RETAILMAX S.A. - VENTAS 2021,2021-001583,2021-04-21 15:51:26,S1014,C00080,P2032,Web,Financiamiento,Black Friday,3,373.26,0.2,1119.78,134.37,985.41,330.43,1
RETAILMAX S.A. - VENTAS 2021,2021-001584,2021-03-13 23:37:55,S1032,C00299,P2100,Web,Efectivo,Sin Promo,3,543.37,0.05,1630.11,244.52,1385.59,422.9,0
RETAILMAX S.A. - VENTAS 2021,2021-001585,2021-08-13 09:12:30,S1029,C00744,P2046,Call Center,Transferencia,Promo 10%,2,344.44,0.05,688.88,103.33,585.55,192.92,0
RETAILMAX S.A. - VENTAS 2021,2021-001586,2021-03-08 15:08:19,S1032,C00650,P2134,Web,Tarjeta,Promo 15%,5,241.56,0.0,1207.8,181.17,1026.63,153.79,0
RETAILMAX S.A. - VENTAS 2021,2021-001587,2021-01-28 12:45:47,S1020,C00716,P2074,Call Center,Tarjeta,Black Friday,2,267.21,0.05,534.42,80.16,454.26,138.92,0
RETAILMAX S.A. - VENTAS 2021,2021-001588,2021-07-01 18:39:42,S1031,C00397,P2147,Call Center,Tarjeta,Promo 15%,2,548.18,0.0,1096.36,164.45,931.91,299.7,0
RETAILMAX S.A. - VENTAS 2021,2021-001589,2021-04-10 11:17:57,S1034,C00248,P2016,Tienda,Tarjeta,Promo 10%,4,172.59,0.0,690.36,103.55,586.81,121.18,1
RETAILMAX S.A. - VENTAS 2021,2021-001590,2021-12-31 20:26:48,S1020,C00049,P2006,Web,Billetera Digital,Promo 15%,1,402.01,0.0,402.01,60.3,341.71,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-001591,2021-08-18 14:41:16,S1017,C00257,P2068,Call Center,Transferencia,Black Friday,1,221.76,0.1,221.76,26.61,195.15,122.46,0
RETAILMAX S.A. - VENTAS 2021,2021-001592,2021-05-26 13:23:50,S1024,C00181,P2037,Tienda,Financiamiento,2x1,1,561.42,0.1,561.42,84.21,477.21,405.23,0
RETAILMAX S.A. - VENTAS 2021,2021-001593,2021-09-21 01:18:59,S1017,C00336,P2156,Tienda,Efectivo,2x1,2,73.29,0.1,146.58,17.59,128.99,55.02,0
RETAILMAX S.A. - VENTAS 2021,2021-001594,2021-12-05 16:00:53,S1004,C00689,P2073,Marketplace,Efectivo,Promo 10%,3,139.88,0.15,419.64,54.55,365.09,131.1,0
RETAILMAX S.A. - VENTAS 2021,2021-001595,2021-02-17 22:27:34,S1008,C00209,P2073,Web,Tarjeta,Sin Promo,1,156.33,0.05,156.33,20.32,136.01,131.1,0
RETAILMAX S.A. - VENTAS 2021,2021-001596,2021-01-07 04:50:24,S1034,C00134,P2147,Web,Financiamiento,Promo 10%,1,493.36,0.1,493.36,74.0,419.36,299.7,0
RETAILMAX S.A. - VENTAS 2021,2021-001597,2021-10-08 20:41:13,S1040,C00402,P2106,Tienda,Tarjeta,Promo 10%,1,461.42,0.0,461.42,59.98,401.44,310.34,0
RETAILMAX S.A. - VENTAS 2021,2021-001598,2021-05-16 17:34:23,S1006,C00654,P2079,Call Center,Efectivo,Cyber Week,3,249.59,0.0,748.77,97.34,651.43,156.92,0
RETAILMAX S.A. - VENTAS 2021,2021-001599,2021-02-28 02:54:41,S1009,C00264,P2113,Marketplace,Billetera Digital,Cyber Week,2,238.12,0.2,476.24,61.91,414.33,139.53,0
