TransactionID,Date,StoreID,CustomerID,ProductID,Channel,PaymentMethod,Promotion,Quantity,UnitPrice,DiscountPct,GrossSales,TaxAmount,NetSales,UnitCost,ReturnFlag
2025-003314,2025-04-01 20:15:49,S1012,C00301,P2054,Marketplace,Billetera Digital,2x1,4,370.62,0.2,1482.48,177.9,1304.58,220.6,0
2025-003315,2025-08-10 11:30:55,S1026,C00783,P2123,Marketplace,Financiamiento,Sin Promo,6,175.11,0.0,1050.66,157.6,893.06,112.82,0
2025-003316,2025-05-08 14:09:11,S1042,C00649,P2031,Tienda,Tarjeta,Promo 15%,1,183.24,0.1,183.24,23.82,159.42,111.43,0
2025-003317,2025-09-01 13:50:44,S1021,C00246,P2089,Marketplace,Financiamiento,Sin Promo,1,699.71,0.05,699.71,104.96,594.75,351.93,0
2025-003318,2025-04-06 23:58:24,S1040,C00372,P2157,Tienda,Financiamiento,2x1,2,223.38,0.0,446.76,58.08,388.68,118.28,0
2025-003319,2025-09-16 22:51:29,S1002,C00188,P2070,Call Center,Financiamiento,Black Friday,4,522.57,0.15,2090.28,271.74,1818.54,281.04,0
2025-003320,2025-04-03 14:58:15,S1006,C00060,P2130,Web,Billetera Digital,Sin Promo,6,561.03,0.2,3366.18,437.6,2928.58,404.15,0
2025-003321,2025-03-15 06:13:57,S1009,C00416,P2074,Tienda,Efectivo,Cyber Week,1,253.14,0.1,253.14,32.91,220.23,138.92,0
2025-003322,2025-12-29 23:15:33,S1008,C00616,P2081,Marketplace,Tarjeta,Promo 15%,2,399.31,0.0,798.62,103.82,694.8,192.91,0
2025-003323,2025-06-22 08:51:31,S1008,C00673,P2149,Marketplace,Billetera Digital,Promo 15%,2,224.81,0.0,449.62,58.45,391.17,173.08,0
2025-003324,2025-07-29 17:40:12,S1022,C00785,P2018,Marketplace,Efectivo,Black Friday,4,352.67,0.1,1410.68,211.6,1199.08,224.11,0
2025-003325,2025-05-17 13:50:00,S1005,C00712,P2111,Tienda,Efectivo,Promo 10%,1,292.12,0.0,292.12,37.98,254.14,191.52,0
2025-003326,2025-08-16 07:10:33,S1043,C00114,P2078,Tienda,Financiamiento,Cyber Week,2,165.66,0.0,331.32,43.07,288.25,125.47,0
2025-003327,2025-07-08 16:56:40,S1024,C00073,P2049,Web,Tarjeta,2x1,2,158.27,0.0,316.54,47.48,269.06,89.45,0
2025-003328,2025-11-21 01:15:37,S1027,C00028,P2096,Call Center,Billetera Digital,2x1,3,636.0,0.0,1908.0,286.2,1621.8,369.96,0
2025-003329,2025-01-18 08:56:11,S1027,C00246,P2022,Web,Tarjeta,Cyber Week,1,382.44,0.15,382.44,57.37,325.07,325.44,0
2025-003330,2025-09-11 06:52:13,S1034,C00379,P2056,Marketplace,Financiamiento,2x1,3,886.94,0.0,2660.82,399.12,2261.7,417.23,0
2025-003331,2025-03-23 11:39:01,S1026,C00749,P2016,Call Center,Efectivo,Sin Promo,1,155.33,0.1,155.33,23.3,132.03,121.18,0
2025-003332,2025-04-20 03:01:17,S1026,C00746,P2130,Web,Tarjeta,Sin Promo,1,596.1,0.15,596.1,89.42,506.68,404.15,0
2025-003333,2025-11-10 20:50:38,S1028,C00665,P2102,Call Center,Billetera Digital,Sin Promo,2,400.7,0.2,801.4,120.21,681.19,270.07,0
2025-003334,2025-12-09 16:44:03,S1002,C00214,P2061,Web,Transferencia,Cyber Week,3,34.14,0.2,102.42,13.31,89.11,26.36,0
2025-003335,2025-05-02 14:31:27,S1005,C00725,P2088,Web,Billetera Digital,Sin Promo,4,571.92,0.0,2287.68,297.4,1990.28,308.2,0
2025-003336,2025-12-10 05:31:03,S1012,C00570,P2006,Call Center,Efectivo,Promo 10%,1,341.71,0.15,341.71,41.01,300.7,287.52,0
2025-003337,2025-09-17 11:23:23,S1042,C00188,P2064,Web,Billetera Digital,Black Friday,1,91.31,0.0,91.31,11.87,79.44,57.47,0
2025-003338,2025-06-09 08:47:14,S1013,C00444,P2087,Call Center,Efectivo,Black Friday,3,307.59,0.05,922.77,110.73,812.04,166.63,0
2025-003339,2025-08-25 04:03:20,S1036,C00116,P2037,Call Center,Financiamiento,Cyber Week,1,530.23,0.15,530.23,79.53,450.7,405.23,0
2025-003340,2025-04-12 05:33:56,S1021,C00109,P2033,Web,Tarjeta,2x1,3,80.36,0.0,241.08,36.16,204.92,61.26,1
2025-003341,2025-09-05 19:38:27,S1042,C00477,P2063,Call Center,Financiamiento,Black Friday,6,56.33,0.2,337.98,43.94,294.04,34.56,0
2025-003342,2025-12-15 01:55:09,S1007,C00619,P2061,Tienda,Financiamiento,Promo 15%,1,42.68,0.0,42.68,5.55,37.13,26.36,0
2025-003343,2025-05-28 03:27:15,S1005,C00360,P2143,Marketplace,Tarjeta,Cyber Week,1,157.9,0.1,157.9,20.53,137.37,101.86,0
2025-003344,2025-12-21 10:41:51,S1027,C00543,P2018,Call Center,Efectivo,Black Friday,2,333.08,0.15,666.16,99.92,566.24,224.11,0
2025-003345,2025-10-31 21:09:26,S1045,,P2062,Tienda,Tarjeta,2x1,3,111.89,0.0,335.67,43.64,292.03,74.21,0
2025-003346,2025-09-16 06:28:47,S1004,C00749,P2098,Tienda,Transferencia,Cyber Week,3,645.08,0.0,1935.24,251.58,1683.66,389.5,1
2025-003347,2025-07-25 14:13:55,S1004,C00745,P2139,Web,Tarjeta,2x1,1,18.25,0.1,18.25,2.37,15.88,12.71,0
2025-003348,2025-04-28 18:47:15,S1030,C00544,P2097,Marketplace,Billetera Digital,Promo 15%,3,495.07,0.05,1485.21,222.78,1262.43,298.37,1
2025-003349,2025-12-14 01:42:15,S1013,C00726,P2079,Web,Transferencia,Promo 10%,2,199.67,0.2,399.34,47.92,351.42,156.92,0
2025-003350,2025-03-22 04:37:13,S1039,C00318,P2136,Web,Billetera Digital,Promo 10%,5,123.84,0.2,619.2,80.5,538.7,99.42,1
2025-003351,2025-03-03 11:56:45,S1021,C00370,P2122,Web,Tarjeta,Sin Promo,1,613.46,0.1,613.46,92.02,521.44,324.38,0
2025-003352,2025-06-08 05:33:04,S1032,C00258,P2069,Marketplace,Billetera Digital,Promo 10%,1,172.4,0.1,172.4,25.86,146.54,145.02,0
2025-003353,2025-05-19 18:46:16,S1033,C00294,P2024,Marketplace,Billetera Digital,Sin Promo,1,300.46,0.05,300.46,45.07,255.39,197.91,0
2025-003354,2025-05-15 10:17:37,S1012,C00531,P2048,Call Center,Efectivo,Sin Promo,3,304.15,0.05,912.45,109.49,802.96,183.57,1
2025-003355,2025-04-01 10:59:32,S1031,C00512,P2046,Call Center,Billetera Digital,Sin Promo,2,308.18,0.15,616.36,92.45,523.91,192.92,0
2025-003356,2025-09-12 03:44:21,S1045,C00221,P2032,Marketplace,Billetera Digital,2x1,1,466.57,0.0,466.57,60.65,405.92,330.43,0
2025-003357,2025-06-30 18:37:58,S1037,C00295,P2152,Marketplace,Transferencia,Cyber Week,2,449.56,0.1,899.12,116.89,782.23,338.06,0
2025-003358,2025-03-01 05:10:00,S1012,C00042,P2110,Web,Tarjeta,Black Friday,4,416.72,0.0,1666.88,200.03,1466.85,314.95,1
2025-003359,2025-10-11 00:38:39,S1003,C00031,P2030,Web,Financiamiento,Promo 15%,3,487.3,0.1,1461.9,190.05,1271.85,418.38,1
2025-003360,2025-10-05 18:54:59,S1030,C00310,P2074,Web,Financiamiento,Cyber Week,1,281.27,0.0,281.27,42.19,239.08,138.92,0
2025-003361,2025-07-20 04:12:51,S1002,C00076,P2064,Tienda,Efectivo,Cyber Week,2,82.18,0.1,164.36,21.37,142.99,57.47,0
2025-003362,2025-03-13 21:38:37,S1044,C00573,P2118,Tienda,Efectivo,2x1,2,52.12,0.2,104.24,13.55,90.69,45.65,0
2025-003363,2025-04-26 06:32:32,S1031,C00711,P2130,Tienda,Tarjeta,Cyber Week,1,701.29,0.0,701.29,105.19,596.1,404.15,0
2025-003364,2025-10-28 21:32:03,S1023,C00667,P2051,Call Center,Transferencia,Promo 10%,1,855.46,0.0,855.46,128.32,727.14,394.02,0
2025-003365,2025-06-15 02:15:53,S1001,C00410,P2124,Web,Financiamiento,Promo 10%,2,404.34,0.15,808.68,105.13,703.55,351.18,0
2025-003366,2025-05-30 02:30:19,S1020,C00390,P2071,Call Center,Efectivo,Sin Promo,1,435.21,0.1,435.21,65.28,369.93,243.78,0
2025-003367,2025-02-10 06:03:24,S1005,C00714,P2047,Web,Efectivo,Cyber Week,5,456.79,0.0,2283.95,296.91,1987.04,295.44,1
2025-003368,2025-07-02 17:58:26,S1004,C00729,P2029,Marketplace,Efectivo,Sin Promo,1,491.5,0.0,491.5,63.9,427.6,271.13,0
2025-003369,2025-10-24 16:29:36,S1014,C00547,P2068,Marketplace,Transferencia,Promo 15%,2,246.4,0.0,492.8,59.14,433.66,122.46,0
2025-003370,2025-10-12 14:15:03,S1037,C00701,P2121,Call Center,Financiamiento,Black Friday,1,334.22,0.2,334.22,43.45,290.77,207.12,0
2025-003371,2025-11-13 10:27:30,S1034,C00647,P2134,Web,Billetera Digital,Promo 10%,1,193.25,0.2,193.25,28.99,164.26,153.79,0
2025-003372,2025-04-10 18:47:23,S1019,C00630,P2143,Tienda,Efectivo,Promo 10%,1,175.44,0.0,175.44,26.32,149.12,101.86,0
2025-003373,2025-08-24 09:56:29,S1034,C00352,P2099,Web,Efectivo,Sin Promo,3,235.66,0.2,706.98,106.05,600.93,231.19,0
2025-003374,2025-06-30 08:46:13,S1035,C00089,P2108,Marketplace,Billetera Digital,Black Friday,2,283.38,0.0,566.76,85.01,481.75,144.01,0
2025-003375,2025-03-27 05:38:30,S1021,C00023,P2144,Tienda,Tarjeta,Cyber Week,4,245.25,0.1,981.0,147.15,833.85,177.43,0
2025-003376,2025-03-04 05:30:06,S1002,C00309,P2001,Web,Tarjeta,2x1,3,76.66,0.2,229.98,29.9,200.08,59.67,0
2025-003377,2025-01-29 17:08:20,S1010,C00525,P2080,Web,Transferencia,2x1,5,271.61,0.1,1358.05,162.97,1195.08,221.89,0
2025-003378,2025-07-30 09:49:42,S1035,C00755,P2021,Call Center,Financiamiento,Black Friday,1,439.47,0.0,439.47,65.92,373.55,239.98,0
2025-003379,2025-12-17 06:47:38,S1043,C00386,P2107,Tienda,Financiamiento,Promo 15%,1,257.6,0.2,257.6,33.49,224.11,196.36,0
2025-003380,2025-04-04 23:41:52,S1021,C00567,P2062,Call Center,Transferencia,Cyber Week,1,89.51,0.2,89.51,13.43,76.08,74.21,0
2025-003381,2025-07-30 19:49:01,S1039,C00139,P2097,Web,Transferencia,2x1,1,416.9,0.2,416.9,54.2,362.7,298.37,0
2025-003382,2025-09-09 10:59:14,S1039,C00340,P2039,Marketplace,Transferencia,Promo 15%,2,429.3,0.1,858.6,111.62,746.98,251.05,0
2025-003383,2025-09-17 08:36:09,S1014,C00327,P2113,Call Center,Tarjeta,Sin Promo,2,267.88,0.1,535.76,64.29,471.47,139.53,0
2025-003384,2025-07-01 21:11:40,S1006,C00145,P2131,Marketplace,Financiamiento,Promo 10%,1,187.08,0.05,187.08,24.32,162.76,119.6,0
2025-003385,2025-04-10 23:34:06,S1024,C00016,P2129,Web,Financiamiento,Sin Promo,1,504.95,0.0,504.95,75.74,429.21,401.84,0
2025-003386,2025-03-08 08:44:51,S1005,C00460,P2032,Web,Financiamiento,Sin Promo,4,396.58,0.15,1586.32,206.22,1380.1,330.43,0
2025-003387,2025-04-20 15:05:44,S1016,C00725,P2002,Marketplace,Transferencia,Promo 15%,2,290.16,0.0,580.32,69.64,510.68,134.76,1
2025-003388,2025-10-22 03:43:14,S1016,C00428,P2048,Web,Efectivo,Promo 15%,1,320.16,0.0,320.16,38.42,281.74,183.57,1
2025-003389,2025-08-19 20:29:48,S1045,C00256,P2080,Web,Efectivo,2x1,1,256.52,0.15,256.52,33.35,223.17,221.89,1
2025-003390,2025-07-06 02:28:56,S1043,C00585,P2152,Marketplace,Transferencia,Promo 10%,1,424.58,0.15,424.58,55.2,369.38,338.06,1
2025-003391,2025-06-01 23:50:29,S1008,C00173,P2036,Web,Efectivo,2x1,1,259.77,0.1,259.77,33.77,226.0,143.03,0
2025-003392,2025-12-22 13:32:48,S1039,C00604,P2068,Call Center,Financiamiento,Cyber Week,1,246.4,0.0,246.4,32.03,214.37,122.46,0
2025-003393,2025-03-30 19:45:13,S1043,C00236,P2160,Web,Financiamiento,Promo 10%,4,812.22,0.0,3248.88,422.35,2826.53,418.28,0
2025-003394,2025-02-26 11:29:13,S1002,C00498,P2026,Call Center,Efectivo,Sin Promo,2,459.92,0.0,919.84,119.58,800.26,230.43,0
2025-003395,2025-10-17 22:22:06,S1016,C00759,P2143,Web,Financiamiento,Sin Promo,2,175.44,0.0,350.88,42.11,308.77,101.86,0
2025-003396,2025-05-13 08:06:31,S1018,C00712,P2001,Tienda,Efectivo,Promo 15%,1,81.45,0.15,81.45,9.77,71.68,59.67,0
2025-003397,2025-07-13 11:39:28,S1045,C00463,P2014,Web,Billetera Digital,2x1,3,430.19,0.0,1290.57,167.77,1122.8,296.33,1
2025-003398,2025-02-17 17:09:27,S1026,C00746,P2108,Call Center,Efectivo,2x1,2,240.87,0.15,481.74,72.26,409.48,144.01,0
2025-003399,2025-12-31 05:35:24,S1025,C00323,P2149,Web,Billetera Digital,Sin Promo,2,179.85,0.2,359.7,53.95,305.75,173.08,1
2025-003400,2025-04-14 01:10:34,S1002,C00408,P2067,Tienda,Efectivo,Promo 10%,1,582.45,0.0,582.45,75.72,506.73,420.88,1
2025-003401,2025-10-27 04:29:55,S1022,C00450,P2050,Marketplace,Transferencia,2x1,4,246.56,0.1,986.24,147.94,838.3,192.16,1
2025-003402,2025-10-03 09:02:18,S1010,C00673,P2138,Marketplace,Tarjeta,Promo 15%,2,576.08,0.2,1152.16,138.26,1013.9,375.47,1
2025-003403,2025-12-04 08:22:54,S1011,C00569,P2028,Tienda,Billetera Digital,Promo 10%,2,568.28,0.05,1136.56,136.39,1000.17,344.08,1
2025-003404,2025-02-11 14:14:54,S1022,C00165,P2061,Call Center,Transferencia,Promo 15%,3,42.68,0.0,128.04,19.21,108.83,26.36,1
2025-003405,2025-10-02 14:52:59,S1026,C00622,P2013,Call Center,Tarjeta,Sin Promo,3,170.17,0.15,510.51,76.58,433.93,98.1,1
2025-003406,2025-03-15 15:37:55,S1013,C00156,P2145,Tienda,Financiamiento,Sin Promo,3,100.31,0.15,300.93,36.11,264.82,77.61,0
2025-003407,2025-04-26 14:20:06,S1009,C00617,P2044,Marketplace,Transferencia,Sin Promo,4,385.97,0.15,1543.88,200.7,1343.18,214.81,0
2025-003408,2025-07-01 02:19:14,S1038,C00032,P2091,Tienda,Transferencia,Promo 10%,2,460.27,0.15,920.54,119.67,800.87,397.11,0
2025-003409,2025-03-17 11:30:19,S1041,C00244,P2058,Web,Efectivo,Promo 15%,1,465.91,0.0,465.91,60.57,405.34,324.41,0
2025-003410,2025-01-29 05:14:20,S1023,C00424,P2018,Call Center,Billetera Digital,Cyber Week,1,333.08,0.15,333.08,49.96,283.12,224.11,0
2025-003411,2025-04-09 19:56:19,S1021,C00076,P2145,Tienda,Financiamiento,2x1,1,106.21,0.1,106.21,15.93,90.28,77.61,0
2025-003412,2025-10-19 21:41:17,S1011,C00693,P2033,Marketplace,Financiamiento,Cyber Week,5,72.32,0.1,361.6,43.39,318.21,61.26,0
2025-003413,2025-07-12 04:33:59,S1004,C00013,P2149,Web,Tarjeta,Sin Promo,2,213.57,0.05,427.14,55.53,371.61,173.08,0
2025-003414,2025-04-29 02:18:15,S1012,C00781,P2101,Tienda,Transferencia,Cyber Week,1,269.22,0.2,269.22,32.31,236.91,262.94,0
2025-003415,2025-07-25 08:24:46,S1009,C00367,P2123,Tienda,Transferencia,Promo 10%,1,157.6,0.1,157.6,20.49,137.11,112.82,0
2025-003416,2025-02-24 09:05:12,S1040,C00774,P2005,Web,Billetera Digital,Promo 15%,1,545.93,0.0,545.93,70.97,474.96,390.45,0
2025-003417,2025-02-19 23:37:15,S1043,C00462,P2118,Web,Billetera Digital,Cyber Week,2,65.15,0.0,130.3,16.94,113.36,45.65,0
2025-003418,2025-11-27 20:05:34,S1042,C00192,P2152,Call Center,Transferencia,Cyber Week,3,499.51,0.0,1498.53,194.81,1303.72,338.06,1
2025-003419,2025-12-09 18:54:26,S1030,C00231,P2096,Tienda,Tarjeta,Promo 10%,1,636.0,0.0,636.0,95.4,540.6,369.96,0
2025-003420,2025-10-07 20:43:01,S1045,C00799,P2008,Tienda,Financiamiento,Sin Promo,1,874.23,0.0,874.23,113.65,760.58,421.75,0
2025-003421,2025-09-01 12:07:53,S1023,C00210,P2142,Web,Tarjeta,Promo 15%,3,493.89,0.0,1481.67,222.25,1259.42,331.65,0
2025-003422,2025-09-20 04:51:00,S1030,C00312,P2098,Tienda,Billetera Digital,Black Friday,2,645.08,0.0,1290.16,193.52,1096.64,389.5,1
2025-003423,2025-02-27 10:15:40,S1020,C00533,P2131,Call Center,Transferencia,Promo 15%,4,167.39,0.15,669.56,100.43,569.13,119.6,0
2025-003424,2025-02-14 21:28:04,S1013,C00376,P2006,Web,Billetera Digital,Promo 15%,2,402.01,0.0,804.02,96.48,707.54,287.52,1
2025-003425,2025-02-21 15:27:10,S1007,C00204,P2065,Tienda,Transferencia,Sin Promo,1,387.88,0.05,387.88,50.42,337.46,269.16,0
2025-003426,2025-03-14 06:01:07,S1004,C00257,P2052,Marketplace,Transferencia,Black Friday,1,94.69,0.0,94.69,12.31,82.38,47.67,1
2025-003427,2025-06-19 18:34:03,S1028,C00110,P2111,Web,Transferencia,Promo 10%,2,292.12,0.0,584.24,87.64,496.6,191.52,0
2025-003428,2025-01-04 09:45:48,S1034,C00537,P2075,Call Center,Transferencia,Promo 10%,4,580.05,0.0,2320.2,348.03,1972.17,301.87,0
2025-003429,2025-11-10 22:38:01,S1020,C00366,P2093,Marketplace,Tarjeta,Promo 10%,2,118.37,0.2,236.74,35.51,201.23,75.0,0
2025-003430,2025-10-24 15:58:58,S1012,C00341,P2138,Tienda,Financiamiento,2x1,1,648.09,0.1,648.09,77.77,570.32,375.47,0
2025-003431,2025-09-12 00:53:28,S1045,C00648,P2046,Tienda,Financiamiento,Black Friday,1,326.31,0.1,326.31,42.42,283.89,192.92,0
2025-003432,2025-10-28 13:31:10,S1017,C00651,P2050,Tienda,Billetera Digital,Sin Promo,3,273.95,0.0,821.85,98.62,723.23,192.16,0
2025-003433,2025-12-15 14:42:32,S1024,C00014,P2150,Marketplace,Transferencia,Black Friday,5,222.37,0.05,1111.85,166.78,945.07,154.53,0
2025-003434,2025-07-10 01:12:52,S1005,C00309,P2056,Marketplace,Financiamiento,2x1,3,886.94,0.0,2660.82,345.91,2314.91,417.23,0
2025-003435,2025-05-08 19:02:36,S1034,C00126,P2089,Call Center,Efectivo,Promo 10%,3,736.54,0.0,2209.62,331.44,1878.18,351.93,1
2025-003436,2025-05-01 11:21:45,S1019,C00028,P2095,Marketplace,Transferencia,Cyber Week,5,729.93,0.0,3649.65,547.45,3102.2,368.2,1
2025-003437,2025-04-11 20:26:45,S1042,C00318,P2018,Marketplace,Transferencia,Black Friday,2,313.49,0.2,626.98,81.51,545.47,224.11,0
2025-003438,2025-12-19 07:40:14,S1034,C00446,P2080,Marketplace,Financiamiento,Promo 10%,1,241.43,0.2,241.43,36.21,205.22,221.89,0
2025-003439,2025-06-07 07:42:44,S1008,C00671,P2052,Tienda,Tarjeta,2x1,1,94.69,0.0,94.69,12.31,82.38,47.67,0
2025-003440,2025-03-06 11:05:40,S1002,C00614,P2081,Tienda,Transferencia,Black Friday,2,339.41,0.15,678.82,88.25,590.57,192.91,0
2025-003441,2025-04-03 12:28:22,S1032,C00486,P2127,Tienda,Tarjeta,2x1,3,622.76,0.15,1868.28,280.24,1588.04,361.43,1
2025-003442,2025-01-29 14:46:54,S1001,C00349,P2027,Marketplace,Efectivo,Promo 15%,1,281.97,0.15,281.97,36.66,245.31,230.42,0
2025-003443,2025-01-16 00:03:44,S1006,C00780,P2085,Call Center,Billetera Digital,Black Friday,2,27.92,0.1,55.84,7.26,48.58,20.07,0
2025-003444,2025-03-22 02:49:03,S1013,C00202,P2159,Web,Tarjeta,Promo 15%,1,640.88,0.0,640.88,76.91,563.97,434.27,0
2025-003445,2025-10-28 22:40:23,S1013,C00642,P2152,Marketplace,Transferencia,2x1,3,499.51,0.0,1498.53,179.82,1318.71,338.06,0
2025-003446,2025-07-20 05:08:57,S1015,C00785,P2052,Marketplace,Billetera Digital,Promo 15%,2,89.96,0.05,179.92,21.59,158.33,47.67,0
2025-003447,2025-06-28 00:01:01,S1009,C00506,P2114,Tienda,Efectivo,2x1,3,470.9,0.15,1412.7,183.65,1229.05,274.57,0
2025-003448,2025-11-18 02:17:07,S1033,C00246,P2067,Call Center,Billetera Digital,Sin Promo,2,582.45,0.0,1164.9,174.74,990.16,420.88,1
2025-003449,2025-08-02 16:41:37,S1022,C00149,P2107,Web,Billetera Digital,Black Friday,2,257.6,0.2,515.2,77.28,437.92,196.36,0
2025-003450,2025-12-13 07:16:07,S1039,C00213,P2094,Web,Tarjeta,2x1,1,595.67,0.15,595.67,77.44,518.23,392.99,1
2025-003451,2025-01-02 07:58:57,S1007,C00672,P2027,Web,Financiamiento,Cyber Week,2,298.56,0.1,597.12,77.63,519.49,230.42,0
2025-003452,2025-10-04 12:48:05,S1039,C00292,P2101,Web,Efectivo,Cyber Week,2,319.7,0.05,639.4,83.12,556.28,262.94,0
2025-003453,2025-09-14 05:51:35,S1020,C00611,P2155,Marketplace,Transferencia,2x1,1,125.86,0.2,125.86,18.88,106.98,71.96,0
2025-003454,2025-05-28 15:35:54,S1037,C00763,P2111,Call Center,Tarjeta,Promo 15%,2,262.91,0.1,525.82,68.36,457.46,191.52,0
2025-003455,2025-08-02 15:58:58,S1040,C00300,P2040,Web,Billetera Digital,Promo 10%,1,50.57,0.15,50.57,6.57,44.0,35.66,0
2025-003456,2025-11-07 18:04:48,S1037,C00691,P2140,Marketplace,Efectivo,Promo 15%,2,12.97,0.1,25.94,3.37,22.57,6.63,0
2025-003457,2025-01-04 01:56:26,S1023,,P2129,Marketplace,Tarjeta,Black Friday,1,504.95,0.0,504.95,75.74,429.21,401.84,0
2025-003458,2025-03-30 23:54:06,S1002,C00219,P2147,Tienda,Transferencia,Promo 15%,1,520.77,0.05,520.77,67.7,453.07,299.7,0
2025-003459,2025-01-28 17:49:23,S1035,C00697,P2066,Tienda,Tarjeta,,1,419.77,0.2,419.77,62.97,356.8,297.19,1
2025-003460,2025-03-01 05:24:43,S1016,C00237,P2039,Call Center,Transferencia,Promo 10%,1,405.45,0.15,405.45,48.65,356.8,251.05,0
2025-003461,2025-04-21 17:57:13,S1012,C00120,P2054,Call Center,Financiamiento,Sin Promo,1,463.28,0.0,463.28,55.59,407.69,220.6,0
2025-003462,2025-04-01 22:01:08,S1020,C00315,P2055,Marketplace,Billetera Digital,Promo 10%,1,112.62,0.2,112.62,16.89,95.73,77.43,0
2025-003463,2025-03-02 11:52:06,S1022,C00433,P2086,Marketplace,Transferencia,Promo 15%,1,98.28,0.1,98.28,14.74,83.54,70.05,0
2025-003464,2025-07-27 22:16:26,S1022,C00432,P2003,Tienda,Efectivo,Sin Promo,1,508.72,0.0,508.72,76.31,432.41,261.5,0
2025-003465,2025-08-02 08:36:02,S1045,C00475,P2038,Web,Transferencia,Black Friday,3,139.95,0.0,419.85,54.58,365.27,104.22,0
2025-003466,2025-07-21 06:52:05,S1035,C00761,P2018,Tienda,Efectivo,,2,391.86,0.0,783.72,117.56,666.16,224.11,1
2025-003467,2025-10-27 04:17:44,S1011,C00502,P2049,Tienda,Tarjeta,2x1,2,158.27,0.0,316.54,37.98,278.56,89.45,0
2025-003468,2025-07-09 00:52:07,S1023,C00560,P2070,Tienda,Tarjeta,Black Friday,5,614.79,0.0,3073.95,461.09,2612.86,281.04,0
2025-003469,2025-11-26 11:00:39,S1016,C00646,P2004,Web,Billetera Digital,Promo 15%,2,434.92,0.2,869.84,104.38,765.46,298.92,1
2025-003470,2025-09-04 00:56:42,S1008,C00678,P2051,Marketplace,Efectivo,Sin Promo,1,727.14,0.15,727.14,94.53,632.61,394.02,0
2025-003471,2025-01-15 19:53:32,S1045,C00141,P2032,Tienda,Billetera Digital,Promo 15%,6,466.57,0.0,2799.42,363.92,2435.5,330.43,0
2025-003472,2025-01-19 14:40:08,S1001,C00513,P2143,Web,Tarjeta,Sin Promo,1,175.44,0.0,175.44,22.81,152.63,101.86,0
2025-003473,2025-12-22 07:21:44,S1038,C00427,P2057,Marketplace,Transferencia,Promo 10%,3,419.8,0.0,1259.4,163.72,1095.68,314.68,1
2025-003474,2025-03-10 10:47:41,S1034,C00408,P2106,Marketplace,Efectivo,Promo 15%,1,392.21,0.15,392.21,58.83,333.38,310.34,1
2025-003475,2025-07-04 02:57:18,S1006,C00515,P2115,Call Center,Transferencia,2x1,1,335.31,0.1,335.31,43.59,291.72,201.2,0
2025-003476,2025-04-22 15:09:35,S1043,C00405,P2092,Call Center,Financiamiento,2x1,1,641.99,0.2,641.99,83.46,558.53,416.32,0
2025-003477,2025-07-30 00:54:14,S1002,,P2098,Tienda,Transferencia,Black Friday,4,516.06,0.2,2064.24,268.35,1795.89,389.5,0
2025-003478,2025-07-18 19:00:37,S1014,C00198,P2129,Web,Tarjeta,Black Friday,3,429.21,0.15,1287.63,154.52,1133.11,401.84,0
2025-003479,2025-07-18 19:08:06,S1039,C00328,P2114,Marketplace,Financiamiento,Cyber Week,1,526.3,0.05,526.3,68.42,457.88,274.57,0
2025-003480,2025-02-10 22:25:52,S1043,C00527,P2022,Call Center,Efectivo,2x1,1,427.43,0.05,427.43,55.57,371.86,325.44,0
2025-003481,2025-01-19 17:09:22,S1031,C00576,P2139,Tienda,Efectivo,Promo 10%,3,20.28,0.0,60.84,9.13,51.71,12.71,0
2025-003482,2025-05-30 22:59:40,S1028,C00037,P2131,Marketplace,Billetera Digital,2x1,3,196.93,0.0,590.79,88.62,502.17,119.6,1
2025-003483,2025-08-17 20:35:26,S1025,C00551,P2077,Tienda,Tarjeta,Black Friday,1,635.75,0.2,635.75,95.36,540.39,400.81,1
2025-003484,2025-09-30 16:50:21,S1020,C00721,P2127,Web,Tarjeta,Sin Promo,1,622.76,0.15,622.76,93.41,529.35,361.43,0
2025-003485,2025-02-23 01:30:08,S1004,C00117,P2041,Tienda,Transferencia,Black Friday,2,39.54,0.15,79.08,10.28,68.8,34.06,1
2025-003486,2025-07-09 19:10:31,S1021,C00205,P2156,Web,Tarjeta,2x1,2,69.22,0.15,138.44,20.77,117.67,55.02,0
2025-003487,2025-05-03 17:25:56,S1005,C00202,P2002,Marketplace,Transferencia,Promo 10%,2,232.13,0.2,464.26,60.35,403.91,134.76,1
2025-003488,2025-02-01 00:12:09,S1044,C00787,P2138,Web,Billetera Digital,Promo 10%,1,720.1,0.0,720.1,93.61,626.49,375.47,0
2025-003489,2025-08-12 13:04:07,S1001,C00313,P2066,Tienda,Tarjeta,2x1,3,446.0,0.15,1338.0,173.94,1164.06,297.19,0
2025-003490,2025-10-20 05:27:49,S1021,C00279,P2047,Web,Efectivo,Cyber Week,1,433.95,0.05,433.95,65.09,368.86,295.44,0
2025-003491,2025-04-10 19:44:31,S1016,C00155,P2145,Call Center,Tarjeta,Promo 15%,4,112.11,0.05,448.44,53.81,394.63,77.61,0
2025-003492,2025-12-11 12:57:25,S1005,C00688,P2004,Tienda,Efectivo,Cyber Week,3,543.65,0.0,1630.95,212.02,1418.93,298.92,0
2025-003493,2025-08-07 05:49:36,S1017,C00654,P2119,Tienda,Transferencia,Cyber Week,5,763.08,0.0,3815.4,457.85,3357.55,363.73,1
